Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:08:30.775
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:30.775
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:30.775
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:31.776
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:31.776
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:31.776
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:31.776
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:08:31.776
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:08:31.776
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:31.776
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:31.776
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:32.780
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:32.780
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:32.780
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:32.780
Sphere,5.768,0.33,-3.68,0,0,0,2024-05-03 12:08:32.780
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:08:32.780
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:32.780
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:32.780
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:33.781
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:33.781
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:33.781
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:33.781
Sphere,5.768,0.33,-7.57,0,0,0,2024-05-03 12:08:33.781
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:08:33.781
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:33.781
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:33.782
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:34.782
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:34.782
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:34.782
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:34.782
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:34.782
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:08:34.782
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:34.782
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:34.782
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:35.784
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:35.784
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:35.784
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:35.784
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:35.784
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:08:35.784
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:35.784
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:35.784
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:36.786
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:36.786
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:36.786
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:36.786
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:36.786
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:36.786
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:36.786
Cursor,-0.2918856,1.197695,-9.7,0,0,0,2024-05-03 12:08:36.786
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:37.789
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:37.789
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:37.789
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:37.789
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:37.789
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:37.789
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:37.789
Cursor,-0.2332954,1.193081,-9.7,0,0,0,2024-05-03 12:08:37.789
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:38.791
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:38.791
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:38.791
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:38.791
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:38.791
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:38.791
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:38.791
Cursor,-0.285849,1.19521,-9.7,0,0,0,2024-05-03 12:08:38.791
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:39.811
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:39.811
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:39.811
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:39.811
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:39.811
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:39.811
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:39.811
Cursor,-0.285849,1.19592,-9.7,0,0,0,2024-05-03 12:08:39.811
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:40.814
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:40.814
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:40.814
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:40.814
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:40.814
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:40.814
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:40.814
Cursor,-0.285849,1.19592,-9.7,0,0,0,2024-05-03 12:08:40.814
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:41.818
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:41.818
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:41.818
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:41.818
Sphere,2.9,0.33,-7.57,0,0,0,2024-05-03 12:08:41.818
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:41.818
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:41.818
Cursor,-0.285849,1.19592,-9.7,0,0,0,2024-05-03 12:08:41.818
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:42.827
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:42.827
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:42.827
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:42.827
Sphere,4.98,0.33,-7.57,0,0,0,2024-05-03 12:08:42.827
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:42.827
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:42.827
Cursor,-0.285849,1.19592,-9.7,0,0,0,2024-05-03 12:08:42.827
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:43.829
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:43.829
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:43.829
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:43.829
Sphere,11.61,0.33,-7.57,0,0,0,2024-05-03 12:08:43.829
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:43.830
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:43.830
Cursor,-0.285849,1.19592,-9.7,0,0,0,2024-05-03 12:08:43.830
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:08:44.830
Main Camera,0,1,-10,0,0,0,2024-05-03 12:08:44.830
Directional Light,0,3,0,50,330,0,2024-05-03 12:08:44.830
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:08:44.830
Sphere,11.61,0.33,-7.57,0,0,0,2024-05-03 12:08:44.830
Cube,8.89,0.18,-2.86,0,0,0,2024-05-03 12:08:44.830
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:08:44.830
Cursor,-0.1835826,1.192016,-9.7,0,0,0,2024-05-03 12:08:44.830
