Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Sphere,0.1274056,0.8874878,-9.7,0,0,0,2024-05-03 12:19:54.714
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:54.714
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:54.714
Cursor,0.1274056,0.8874878,-9.7,0,0,0,2024-05-03 12:19:54.714
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:55.719
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:55.719
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:55.719
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:55.719
Sphere,0.006742907,0.8786147,-9.7,0,0,0,2024-05-03 12:19:55.719
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:55.719
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:55.719
Cursor,0.006742907,0.8786147,-9.7,0,0,0,2024-05-03 12:19:55.719
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:56.720
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:56.720
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:56.720
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:56.720
Sphere,-0.8488972,0.9609579,-9.7,0,0,0,2024-05-03 12:19:56.720
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:56.720
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:56.720
Cursor,-0.8488972,0.9609579,-9.7,0,0,0,2024-05-03 12:19:56.720
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:57.721
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:57.721
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:57.721
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:57.721
Sphere,-0.8488972,1.057143,-9.7,0,0,0,2024-05-03 12:19:57.721
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:57.721
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:57.721
Cursor,-0.8488972,1.057143,-9.7,0,0,0,2024-05-03 12:19:57.721
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:58.726
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:58.726
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:58.726
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:58.726
Sphere,0.513526,0.9794142,-9.7,0,0,0,2024-05-03 12:19:58.726
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:58.726
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:58.726
Cursor,0.513526,0.9794142,-9.7,0,0,0,2024-05-03 12:19:58.726
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:59.731
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:59.731
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:59.731
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:59.731
Sphere,-0.6728716,1.07631,-9.7,0,0,0,2024-05-03 12:19:59.731
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:59.731
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:59.731
Cursor,-0.6728716,1.07631,-9.7,0,0,0,2024-05-03 12:19:59.731
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:00.736
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:00.736
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:00.736
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:00.736
Sphere,0.513526,0.9985803,-9.7,0,0,0,2024-05-03 12:20:00.736
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:00.736
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:00.736
Cursor,0.513526,0.9985803,-9.7,0,0,0,2024-05-03 12:20:00.736
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:01.739
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:01.739
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:01.739
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:01.739
Sphere,0.06920357,1.110738,-9.7,0,0,0,2024-05-03 12:20:01.739
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:01.739
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:01.739
Cursor,0.06920357,1.110738,-9.7,0,0,0,2024-05-03 12:20:01.739
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:02.745
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:02.745
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:02.745
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:02.745
Sphere,-0.008517363,0.9904169,-9.7,0,0,0,2024-05-03 12:20:02.745
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:02.745
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:02.745
Cursor,-0.008517363,0.9904169,-9.7,0,0,0,2024-05-03 12:20:02.745
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:03.749
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:03.749
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:03.749
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:03.749
Sphere,-0.1543772,1.031943,-9.7,0,0,0,2024-05-03 12:20:03.749
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:03.749
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:03.749
Cursor,-0.1543772,1.031943,-9.7,0,0,0,2024-05-03 12:20:03.749
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:04.771
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:04.771
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:04.771
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:04.771
Sphere,-0.2657585,1.028394,-9.7,0,0,0,2024-05-03 12:20:04.771
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:04.771
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:04.771
Cursor,-0.2657585,1.028394,-9.7,0,0,0,2024-05-03 12:20:04.772
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:05.777
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:05.777
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:05.777
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:05.777
Sphere,0.06319973,0.9645072,-9.7,0,0,0,2024-05-03 12:20:05.777
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:05.777
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:05.777
Cursor,0.06319973,0.9645072,-9.7,0,0,0,2024-05-03 12:20:05.778
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:06.786
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:06.786
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:06.786
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:06.786
Sphere,-0.5183796,1.129194,-9.7,0,0,0,2024-05-03 12:20:06.786
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:06.786
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:06.786
Cursor,-0.5183796,1.129194,-9.7,0,0,0,2024-05-03 12:20:06.786
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:07.796
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:07.796
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:07.796
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:07.796
Sphere,-0.5180246,1.157233,-9.7,0,0,0,2024-05-03 12:20:07.796
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:07.796
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:07.796
Cursor,-0.5180246,1.157233,-9.7,0,0,0,2024-05-03 12:20:07.796
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:08.801
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:08.801
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:08.801
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:08.801
Sphere,-0.5180246,1.157233,-9.7,0,0,0,2024-05-03 12:20:08.801
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:08.801
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:08.801
Cursor,-0.5180246,1.157233,-9.7,0,0,0,2024-05-03 12:20:08.801
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:09.801
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:09.801
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:09.801
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:09.801
Sphere,-0.5180246,1.157233,-9.7,0,0,0,2024-05-03 12:20:09.801
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:09.801
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:09.801
Cursor,-0.5180246,1.157233,-9.7,0,0,0,2024-05-03 12:20:09.801
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:10.807
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:10.807
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:10.807
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:10.807
Sphere,-0.007456145,0.9488903,-9.7,0,0,0,2024-05-03 12:20:10.807
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:10.807
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:10.807
Cursor,-0.007456145,0.9488903,-9.7,0,0,0,2024-05-03 12:20:10.807
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:11.817
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:11.817
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:11.817
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:11.817
Sphere,0.03515041,1.074535,-9.7,0,0,0,2024-05-03 12:20:11.817
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:11.817
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:11.817
Cursor,0.03515041,1.074535,-9.7,0,0,0,2024-05-03 12:20:11.817
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:12.818
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:12.818
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:12.818
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:12.818
Sphere,-0.117168,1.127774,-9.7,0,0,0,2024-05-03 12:20:12.818
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:12.818
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:12.818
Cursor,-0.117168,1.127774,-9.7,0,0,0,2024-05-03 12:20:12.818
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:13.825
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:13.825
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:13.825
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:13.825
Sphere,-0.4551799,1.160073,-9.7,0,0,0,2024-05-03 12:20:13.825
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:13.825
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:13.825
Cursor,-0.4551799,1.160073,-9.7,0,0,0,2024-05-03 12:20:13.825
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:14.832
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:14.832
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:14.832
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:14.832
Sphere,0.4122183,0.8495106,-9.7,0,0,0,2024-05-03 12:20:14.832
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:14.832
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:14.832
Cursor,0.4122183,0.8495106,-9.7,0,0,0,2024-05-03 12:20:14.832
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:15.838
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:15.838
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:15.838
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:15.838
Sphere,0.3696118,1.069566,-9.7,0,0,0,2024-05-03 12:20:15.838
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:15.838
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:15.838
Cursor,0.3696118,1.069566,-9.7,0,0,0,2024-05-03 12:20:15.838
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:16.850
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:16.850
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:16.850
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:16.850
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:16.850
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:16.850
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:16.850
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:16.850
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:17.855
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:17.855
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:17.855
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:17.855
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:17.855
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:17.855
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:17.855
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:17.855
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:18.859
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:18.859
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:18.859
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:18.859
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:18.859
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:18.859
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:18.859
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:18.859
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:19.860
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:19.860
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:19.860
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:19.860
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:19.860
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:19.860
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:19.860
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:19.860
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:20.861
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:20.861
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:20.861
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:20.861
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:20.861
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:20.861
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:20.861
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:20.861
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:21.862
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:21.862
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:21.862
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:21.862
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:21.862
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:21.862
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:21.862
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:21.862
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:22.867
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:22.867
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:22.867
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:22.867
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:22.867
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:22.867
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:22.867
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:22.867
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:23.869
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:23.869
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:23.869
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:23.869
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:23.869
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:23.869
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:23.869
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:23.869
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:24.882
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:24.882
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:24.882
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:24.882
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:24.882
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:24.882
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:24.882
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:24.882
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:25.893
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:25.893
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:25.893
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:25.893
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:25.893
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:25.893
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:25.893
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:25.893
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:26.918
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:26.918
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:26.918
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:26.918
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:26.918
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:26.918
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:26.918
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:26.918
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:27.917
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:27.917
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:27.917
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:27.917
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:27.917
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:27.917
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:27.917
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:27.917
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:28.919
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:28.919
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:28.919
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:28.919
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:28.919
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:28.919
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:28.919
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:28.919
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:29.922
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:29.922
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:29.922
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:29.922
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:29.922
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:29.922
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:29.922
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:29.922
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:30.928
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:30.928
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:30.928
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:30.928
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:30.928
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:30.928
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:30.928
