Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Main Camera,0,0,0,0,0,0,2024-05-04 19:21:00.685
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:21:00.685
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:21:00.685
Sphere,-3.27,-0.67,5.08,0,0,0,2024-05-04 19:21:00.685
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:21:00.685
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:21:00.685
Cursor,-4.883644,-1.150808,1.888581,0,0,0,2024-05-04 19:21:00.685
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:21:01.686
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:21:01.686
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:21:01.687
Main Camera,0,0,0,0,0,0,2024-05-04 19:21:01.687
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:21:01.687
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:21:01.687
Sphere,-3.27,-0.67,5.08,0,0,0,2024-05-04 19:21:01.687
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:21:01.687
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:21:01.687
Cursor,-4.883644,-1.150808,1.888581,0,0,0,2024-05-04 19:21:01.687
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:21:02.687
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:21:02.687
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:21:02.687
Main Camera,0,0,0,0,0,0,2024-05-04 19:21:02.687
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:21:02.687
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:21:02.687
Sphere,-3.27,-0.67,5.08,0,0,0,2024-05-04 19:21:02.687
Cube,-3.49,-0.82,5.900001,0,0,0,2024-05-04 19:21:02.687
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:21:02.687
Cursor,-4.883644,-1.150808,1.888581,0,0,0,2024-05-04 19:21:02.687
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:21:03.690
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:21:03.690
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:21:03.690
Main Camera,0,0,0,0,0,0,2024-05-04 19:21:03.690
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:21:03.690
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:21:03.690
Sphere,-3.27,-0.67,5.08,0,0,0,2024-05-04 19:21:03.690
Cube,0.8399997,-0.82,5.900001,0,0,0,2024-05-04 19:21:03.690
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:21:03.690
Cursor,-4.883644,-1.150808,1.888581,0,0,0,2024-05-04 19:21:03.690
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:21:04.695
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:21:04.695
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:21:04.695
Main Camera,0,0,0,0,0,0,2024-05-04 19:21:04.695
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:21:04.695
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:21:04.695
Sphere,-3.27,-0.67,5.08,0,0,0,2024-05-04 19:21:04.695
Cube,0.8399997,-0.82,2.3,0,0,0,2024-05-04 19:21:04.695
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:21:04.695
Cursor,-4.883644,-1.150808,1.888581,0,0,0,2024-05-04 19:21:04.695
