Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:37.606
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:37.606
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:37.606
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:37.606
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:37.606
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:37.606
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:38.611
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:38.611
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:38.611
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:38.611
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:38.611
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:38.611
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:38.611
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:38.611
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:38.611
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:39.611
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:39.612
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:39.612
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:39.612
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:39.612
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:39.612
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:39.612
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:39.612
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:39.612
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:40.612
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:40.612
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:40.612
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:40.613
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:40.613
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:40.613
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:40.613
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:40.613
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:40.613
