Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:30.627
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:30.627
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:31.627
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:31.627
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:31.627
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:31.627
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:31.627
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:39:31.627
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:31.627
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:31.627
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:31.627
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:32.628
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:32.628
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:32.628
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:32.628
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:32.628
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:39:32.628
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:32.628
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:32.628
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:32.628
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:33.634
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:33.634
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:33.634
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:33.634
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:33.634
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:39:33.634
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:33.634
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:33.634
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:33.634
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:34.637
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:34.637
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:34.637
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:34.637
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:34.637
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:39:34.637
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:34.637
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:34.637
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:34.637
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:35.641
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:35.641
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:35.641
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:35.641
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:35.641
Sphere,2.94,0.33,-3.68,0,0,0,2024-05-03 14:39:35.641
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:35.641
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:35.641
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:35.641
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:36.641
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:36.641
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:36.641
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:36.641
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:36.641
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:36.641
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:36.641
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:36.641
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:36.641
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:37.646
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:37.646
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:37.646
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:37.646
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:37.646
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:37.646
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:37.646
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:37.646
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:37.646
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:38.649
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:38.649
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:38.649
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:38.649
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:38.649
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:38.649
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:38.649
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:38.649
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:38.649
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:39.654
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:39.654
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:39.654
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:39.654
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:39.654
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:39.654
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:39.654
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:39.654
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:39.654
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:40.659
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:40.659
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:40.659
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:40.659
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:40.659
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:40.659
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:40.659
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:40.659
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:40.659
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:41.665
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:41.665
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:41.665
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:41.665
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:41.665
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:41.665
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:41.665
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:41.665
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:41.665
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:39:42.667
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:39:42.667
Main Camera,0,1,-10,0,0,0,2024-05-03 14:39:42.667
Directional Light,0,3,0,50,330,0,2024-05-03 14:39:42.667
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:39:42.667
Sphere,2.01,0.33,-3.68,0,0,0,2024-05-03 14:39:42.667
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:39:42.667
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:39:42.667
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:39:42.667
